,fname,lname,email,password,office_address,gender,pincode,state,city,phone_number,experience,specialization,court_type,languages,rating,date_joined,resume,verified
231,Aryan,Mishra,aryan.mishra@gmail.com,,,Female,,West Bengal,Kolkata,2083432296,26,Corporate Law,Supreme Court,"['Gujarati', 'Hindi', 'Kannada', 'English']",4.26,2023-12-17 11:18:15.168835,,False
232,Diya,Reddy,diya.reddy@rediffmail.com,,,Female,,Maharashtra,Mumbai,4774545382,26,Corporate Law,High Court,"['Bengali', 'Marathi', 'Telugu', 'English', 'Gujarati', 'Hindi']",3.88,2023-12-17 11:18:15.168835,,False
233,Vansh,Gupta,vansh.gupta@outlook.com,,,Female,,Delhi,Delhi,4271782285,26,Corporate Law,Supreme Court,"['Gujarati', 'Bengali', 'Marathi', 'English', 'Tamil', 'Kannada', 'Hindi', 'Telugu']",3.74,2023-12-17 11:18:15.168835,,False
234,Aarav,Pradhan,aarav.pradhan@hotmail.com,,,Female,,Telangana,Hyderabad,8305531857,4,Immigration Law,High Court,"['Hindi', 'Tamil', 'English']",3.58,2023-12-17 11:18:15.168835,,False
235,Yuvika,Jha,yuvika.jha@hotmail.com,,,Female,,Karnataka,Bangalore,9628921740,29,Criminal Law,Supreme Court,"['Marathi', 'Kannada', 'Telugu', 'Tamil', 'Hindi', 'Bengali', 'English', 'Gujarati']",4.56,2023-12-17 11:18:15.168835,,False
236,Aadi,Khan,aadi.khan@gmail.com,,,Male,,West Bengal,Kolkata,1460516022,1,Corporate Law,High Court,"['Telugu', 'Gujarati', 'Hindi', 'Tamil', 'Marathi', 'English']",4.97,2023-12-17 11:18:15.168835,,False
237,Yuvaan,Rao,yuvaan.rao@hotmail.com,,,Female,,Gujarat,Ahmedabad,6326585463,7,Family Law,Supreme Court,"['Kannada', 'Telugu', 'Hindi', 'Tamil', 'Marathi', 'English', 'Gujarati']",3.01,2023-12-17 11:18:15.168835,,False
238,Saisha,Pradhan,saisha.pradhan@yahoo.com,,,Female,,Telangana,Hyderabad,9205612031,1,Family Law,Sessions Court,"['English', 'Gujarati', 'Kannada']",3.49,2023-12-17 11:18:15.168835,,False
239,Diya,Yadav,diya.yadav@gmail.com,,,Male,,Rajasthan,Jaipur,8756878098,30,Criminal Law,Sessions Court,"['Bengali', 'Gujarati', 'Hindi']",4.55,2023-12-17 11:18:15.168835,,False
240,Ishita,Mishra,ishita.mishra@outlook.com,,,Female,,Delhi,Delhi,9731778814,15,Civil Rights Law,High Court,"['Kannada', 'Bengali']",3.67,2023-12-17 11:18:15.168835,,False
241,Aarushi,Gupta,aarushi.gupta@hotmail.com,,,Female,,Rajasthan,Jaipur,1695552034,10,Civil Rights Law,Magistrate Court,"['Telugu', 'Gujarati', 'Kannada', 'Marathi', 'Bengali', 'English', 'Tamil', 'Hindi']",4.69,2023-12-17 11:18:15.168835,,False
242,Shlok,Jha,shlok.jha@outlook.com,,,Female,,Karnataka,Bangalore,6920071631,20,Family Law,Magistrate Court,"['Bengali', 'Telugu', 'Gujarati']",4.28,2023-12-17 11:18:15.168835,,False
243,Zain,Rao,zain.rao@outlook.com,,,Male,,West Bengal,Kolkata,9300949221,15,Immigration Law,Sessions Court,"['Kannada', 'Hindi', 'Telugu', 'Tamil', 'Marathi', 'English']",4.72,2023-12-17 11:18:15.168835,,False
244,Zoya,Patel,zoya.patel@hotmail.com,,,Male,,Rajasthan,Jaipur,2935335954,20,Corporate Law,Magistrate Court,"['Hindi', 'English', 'Gujarati', 'Telugu', 'Bengali']",4.98,2023-12-17 11:18:15.168835,,False
245,Riya,Rao,riya.rao@rediffmail.com,,,Female,,Rajasthan,Jaipur,3183901648,20,Real Estate Law,Sessions Court,"['Kannada', 'Telugu']",4.35,2023-12-17 11:18:15.168835,,False
246,Kiaan,Pradhan,kiaan.pradhan@rediffmail.com,,,Male,,Uttar Pradesh,Lucknow,3075405698,30,Immigration Law,Supreme Court,"['Tamil', 'Bengali', 'Marathi', 'Gujarati']",3.83,2023-12-17 11:18:15.168835,,False
247,Diya,Das,diya.das@rediffmail.com,,,Female,,Gujarat,Ahmedabad,2849908443,6,Civil Rights Law,District Court,"['Gujarati', 'Tamil', 'Bengali', 'Marathi', 'Kannada', 'Telugu', 'English']",3.44,2023-12-17 11:18:15.168835,,False
248,Ishika,Chauhan,ishika.chauhan@yahoo.com,,,Male,,Rajasthan,Jaipur,1718945297,1,Criminal Law,High Court,"['Marathi', 'Gujarati', 'Tamil']",3.06,2023-12-17 11:18:15.168835,,False
249,Mira,Pathak,mira.pathak@gmail.com,,,Female,,Delhi,Delhi,1079369725,3,Real Estate Law,Sessions Court,"['Marathi', 'Hindi', 'Telugu', 'Gujarati']",4.59,2023-12-17 11:18:15.168835,,False
250,Viha,Jha,viha.jha@yahoo.com,,,Male,,Delhi,Delhi,4247801211,14,Corporate Law,Supreme Court,"['Hindi', 'English', 'Telugu', 'Tamil']",4.24,2023-12-17 11:18:15.168835,,False
251,Kabir,Gupta,kabir.gupta@gmail.com,,,Male,,Delhi,Delhi,2758237040,13,Family Law,Magistrate Court,"['English', 'Gujarati', 'Tamil']",4.51,2023-12-17 11:18:15.168835,,False
252,Rudra,Thakur,rudra.thakur@gmail.com,,,Female,,Telangana,Hyderabad,5619298152,16,Corporate Law,Sessions Court,"['English', 'Hindi', 'Kannada', 'Gujarati']",4.48,2023-12-17 11:18:15.168835,,False
253,Sia,Kumar,sia.kumar@gmail.com,,,Male,,Tamil Nadu,Chennai,6350891147,4,Family Law,High Court,"['Marathi', 'Telugu', 'Gujarati', 'Bengali', 'Hindi', 'Tamil', 'English']",3.03,2023-12-17 11:18:15.168835,,False
254,Shlok,Chauhan,shlok.chauhan@rediffmail.com,,,Female,,Delhi,Delhi,1636365817,17,Family Law,Supreme Court,"['Kannada', 'Hindi', 'Tamil']",3.47,2023-12-17 11:18:15.168835,,False
255,Shreya,Pandey,shreya.pandey@yahoo.com,,,Female,,Telangana,Hyderabad,6808752448,12,Family Law,Sessions Court,"['Kannada', 'English', 'Tamil']",4.76,2023-12-17 11:18:15.168835,,False
256,Ananya,Yadav,ananya.yadav@yahoo.com,,,Male,,Karnataka,Bangalore,8129676640,15,Family Law,Magistrate Court,"['Kannada', 'Tamil', 'Hindi']",4.57,2023-12-17 11:18:15.168835,,False
257,Aarav,Yadav,aarav.yadav@outlook.com,,,Male,,Uttar Pradesh,Lucknow,8295814581,11,Personal Injury Law,Magistrate Court,"['Kannada', 'Bengali', 'Hindi', 'Marathi', 'Tamil', 'English', 'Gujarati']",4.36,2023-12-17 11:18:15.168835,,False
258,Shiv,Sharma,shiv.sharma@hotmail.com,,,Female,,West Bengal,Kolkata,3543554292,10,Civil Rights Law,District Court,"['Gujarati', 'Kannada', 'Telugu', 'Bengali']",3.68,2023-12-17 11:18:15.168835,,False
259,Yuvaan,Chauhan,yuvaan.chauhan@rediffmail.com,,,Female,,Rajasthan,Jaipur,3804032566,4,Corporate Law,Sessions Court,"['Gujarati', 'Hindi', 'English', 'Tamil']",3.83,2023-12-17 11:18:15.168835,,False
260,Raghav,Pradhan,raghav.pradhan@hotmail.com,,,Female,,Uttar Pradesh,Lucknow,6627086536,17,Real Estate Law,Sessions Court,"['Kannada', 'Bengali', 'Marathi', 'English', 'Telugu']",4.38,2023-12-17 11:18:15.168835,,False
261,Aditya,Das,aditya.das@yahoo.com,,,Female,,Karnataka,Bangalore,8325222030,15,Family Law,Magistrate Court,"['Tamil', 'Hindi', 'Telugu', 'Gujarati', 'Bengali', 'Marathi', 'Kannada', 'English']",3.61,2023-12-17 11:18:15.168835,,False
262,Saanvi,Pradhan,saanvi.pradhan@outlook.com,,,Female,,Gujarat,Ahmedabad,3206062571,5,Family Law,District Court,"['Telugu', 'Marathi', 'Kannada']",4.92,2023-12-17 11:18:15.168835,,False
263,Kiaan,Mishra,kiaan.mishra@rediffmail.com,,,Female,,Gujarat,Ahmedabad,9287419249,3,Civil Rights Law,Supreme Court,"['Telugu', 'English', 'Bengali']",3.41,2023-12-17 11:18:15.168835,,False
264,Shlok,Pradhan,shlok.pradhan@rediffmail.com,,,Female,,Maharashtra,Pune,6219613937,5,Criminal Law,Sessions Court,"['Telugu', 'English', 'Marathi', 'Kannada', 'Bengali']",4.43,2023-12-17 11:18:15.168835,,False
265,Kavya,Malhotra,kavya.malhotra@yahoo.com,,,Female,,Uttar Pradesh,Lucknow,6927948326,7,Corporate Law,Supreme Court,"['Marathi', 'Tamil', 'Gujarati', 'Hindi', 'Bengali', 'English']",3.32,2023-12-17 11:18:15.168835,,False
266,Ishwar,Roy,ishwar.roy@hotmail.com,,,Male,,Delhi,Delhi,8988238041,30,Immigration Law,Sessions Court,"['Hindi', 'Telugu']",4.24,2023-12-17 11:18:15.168835,,False
267,Kiara,Rao,kiara.rao@rediffmail.com,,,Male,,Delhi,Delhi,8740489444,19,Criminal Law,District Court,"['Hindi', 'Gujarati', 'Bengali', 'Telugu', 'Kannada', 'Tamil']",4.74,2023-12-17 11:18:15.168835,,False
268,Aarohi,Malhotra,aarohi.malhotra@yahoo.com,,,Male,,West Bengal,Kolkata,6744391559,21,Criminal Law,District Court,"['Bengali', 'Gujarati', 'Hindi', 'Kannada']",4.7,2023-12-17 11:18:15.168835,,False
269,Saisha,Singh,saisha.singh@yahoo.com,,,Female,,Tamil Nadu,Chennai,8651379360,24,Real Estate Law,District Court,"['Gujarati', 'Marathi', 'Bengali', 'Hindi', 'Kannada', 'Telugu', 'English']",4.35,2023-12-17 11:18:15.168835,,False
270,Neev,Singh,neev.singh@yahoo.com,,,Female,,West Bengal,Kolkata,5851576004,22,Family Law,Sessions Court,"['Marathi', 'English', 'Kannada']",3.87,2023-12-17 11:18:15.168835,,False
271,Shreya,Rao,shreya.rao@hotmail.com,,,Female,,Uttar Pradesh,Lucknow,5335982529,17,Criminal Law,High Court,"['Gujarati', 'Telugu', 'Kannada', 'English']",3.26,2023-12-17 11:18:15.168835,,False
272,Tanvi,Shah,tanvi.shah@yahoo.com,,,Female,,Karnataka,Bangalore,3972032588,28,Personal Injury Law,Sessions Court,"['Kannada', 'English', 'Gujarati', 'Hindi']",3.99,2023-12-17 11:18:15.168835,,False
273,Aarav,Yadav,aarav.yadav@outlook.com,,,Male,,Rajasthan,Jaipur,9990728891,18,Civil Rights Law,Sessions Court,"['Hindi', 'Marathi']",4.79,2023-12-17 11:18:15.168835,,False
274,Avni,Mishra,avni.mishra@yahoo.com,,,Female,,Karnataka,Bangalore,7938466183,10,Corporate Law,Sessions Court,"['Gujarati', 'English', 'Telugu', 'Kannada', 'Tamil', 'Marathi', 'Bengali', 'Hindi']",4.07,2023-12-17 11:18:15.168835,,False
275,Chahat,Choudhary,chahat.choudhary@hotmail.com,,,Female,,Maharashtra,Mumbai,9268738351,14,Criminal Law,Sessions Court,['Gujarati'],3.67,2023-12-17 11:18:15.168835,,False
276,Shreya,Roy,shreya.roy@hotmail.com,,,Male,,Maharashtra,Mumbai,1659525303,9,Corporate Law,Magistrate Court,"['Hindi', 'English', 'Marathi', 'Kannada', 'Gujarati', 'Tamil', 'Telugu']",3.43,2023-12-17 11:18:15.168835,,False
277,Saisha,Singh,saisha.singh@yahoo.com,,,Male,,Gujarat,Ahmedabad,7568227590,20,Family Law,Sessions Court,"['Bengali', 'Marathi', 'Kannada', 'English', 'Gujarati', 'Telugu']",3.07,2023-12-17 11:18:15.168835,,False
278,Daivik,Singh,daivik.singh@gmail.com,,,Male,,Delhi,Delhi,1262483423,22,Immigration Law,High Court,"['Tamil', 'Bengali', 'Marathi']",4.25,2023-12-17 11:18:15.168835,,False
279,Aadi,Verma,aadi.verma@gmail.com,,,Female,,Rajasthan,Jaipur,1908123983,18,Corporate Law,Supreme Court,"['Tamil', 'Hindi', 'Bengali']",4.5,2023-12-17 11:18:15.168835,,False
280,Shlok,Rao,shlok.rao@outlook.com,,,Female,,Gujarat,Ahmedabad,4956335511,10,Real Estate Law,Supreme Court,"['Telugu', 'Tamil', 'Marathi']",4.77,2023-12-17 11:18:15.168835,,False
281,Riya,Mishra,riya.mishra@gmail.com,,,Male,,Uttar Pradesh,Lucknow,3938325421,21,Criminal Law,Sessions Court,['Gujarati'],3.81,2023-12-17 11:18:15.168835,,False
282,Sia,Malhotra,sia.malhotra@outlook.com,,,Male,,Gujarat,Ahmedabad,5488508787,2,Family Law,Sessions Court,"['Tamil', 'Telugu', 'English', 'Bengali']",4.56,2023-12-17 11:18:15.168835,,False
283,Shreya,Choudhary,shreya.choudhary@gmail.com,,,Female,,Delhi,Delhi,3524003160,8,Real Estate Law,High Court,"['Kannada', 'Telugu', 'English']",3.37,2023-12-17 11:18:15.168835,,False
284,Yuvaan,Das,yuvaan.das@yahoo.com,,,Male,,Tamil Nadu,Chennai,992704527,20,Immigration Law,High Court,"['Kannada', 'English', 'Telugu', 'Marathi']",4.07,2023-12-17 11:18:15.168835,,False
285,Ishaan,Yadav,ishaan.yadav@outlook.com,,,Female,,Delhi,Delhi,8979671269,5,Corporate Law,Sessions Court,['Hindi'],4.44,2023-12-17 11:18:15.168835,,False
286,Chahat,Gupta,chahat.gupta@yahoo.com,,,Male,,Gujarat,Ahmedabad,8358183192,30,Corporate Law,High Court,"['English', 'Gujarati', 'Tamil', 'Telugu', 'Kannada', 'Hindi']",4.28,2023-12-17 11:18:15.168835,,False
287,Ananya,Khan,ananya.khan@outlook.com,,,Female,,Rajasthan,Jaipur,6209780947,25,Real Estate Law,District Court,"['Bengali', 'Hindi', 'Gujarati', 'Kannada', 'English']",4.44,2023-12-17 11:18:15.168835,,False
288,Aditya,Thakur,aditya.thakur@outlook.com,,,Male,,Tamil Nadu,Chennai,5951559454,27,Criminal Law,Magistrate Court,"['Hindi', 'Gujarati', 'Kannada']",3.69,2023-12-17 11:18:15.168835,,False
289,Dhruv,Reddy,dhruv.reddy@outlook.com,,,Female,,Tamil Nadu,Chennai,6215978607,27,Corporate Law,Magistrate Court,"['Marathi', 'English', 'Hindi', 'Tamil', 'Gujarati']",3.45,2023-12-17 11:18:15.168835,,False
290,Kiaan,Khan,kiaan.khan@rediffmail.com,,,Male,,Rajasthan,Jaipur,5572143977,18,Civil Rights Law,High Court,"['Bengali', 'Hindi', 'Tamil']",3.33,2023-12-17 11:18:15.168835,,False
291,Kavya,Pathak,kavya.pathak@rediffmail.com,,,Female,,Tamil Nadu,Chennai,2177293326,3,Family Law,High Court,"['Marathi', 'Telugu', 'Gujarati', 'Tamil']",4.37,2023-12-17 11:18:15.168835,,False
292,Viha,Patel,viha.patel@gmail.com,,,Female,,Uttar Pradesh,Lucknow,3104151775,21,Corporate Law,Supreme Court,"['English', 'Telugu', 'Kannada']",3.27,2023-12-17 11:18:15.168835,,False
293,Ishani,Jha,ishani.jha@gmail.com,,,Male,,Telangana,Hyderabad,5256460610,25,Family Law,Magistrate Court,"['Tamil', 'Hindi']",3.98,2023-12-17 11:18:15.168835,,False
294,Aarushi,Shah,aarushi.shah@hotmail.com,,,Male,,Gujarat,Ahmedabad,1185822911,13,Immigration Law,High Court,"['Telugu', 'Tamil', 'Gujarati']",4.55,2023-12-17 11:18:15.168835,,False
295,Jhanvi,Pathak,jhanvi.pathak@rediffmail.com,,,Male,,Karnataka,Bangalore,6486920998,3,Criminal Law,District Court,"['Tamil', 'Hindi', 'Marathi', 'Bengali', 'Telugu']",4.2,2023-12-17 11:18:15.168835,,False
296,Avishi,Pradhan,avishi.pradhan@rediffmail.com,,,Male,,Rajasthan,Jaipur,1488709516,11,Family Law,Magistrate Court,"['Kannada', 'Telugu', 'Bengali', 'Hindi', 'Marathi', 'Tamil']",4.33,2023-12-17 11:18:15.168835,,False
297,Dhruv,Shah,dhruv.shah@gmail.com,,,Female,,West Bengal,Kolkata,5381671731,9,Personal Injury Law,Supreme Court,"['Bengali', 'Marathi', 'English', 'Hindi', 'Gujarati']",3.99,2023-12-17 11:18:15.168835,,False
298,Eshan,Malhotra,eshan.malhotra@gmail.com,,,Male,,Telangana,Hyderabad,2277107703,29,Corporate Law,Sessions Court,"['Tamil', 'Gujarati', 'Marathi']",3.38,2023-12-17 11:18:15.168835,,False
299,Viha,Gupta,viha.gupta@gmail.com,,,Male,,Tamil Nadu,Chennai,6580986693,14,Real Estate Law,High Court,"['Kannada', 'Bengali', 'Hindi', 'Gujarati', 'Telugu', 'Tamil', 'Marathi', 'English']",4.4,2023-12-17 11:18:15.168835,,False
300,Tanishq,Kumar,tanishq.kumar@rediffmail.com,,,Male,,Maharashtra,Pune,3031686941,17,Real Estate Law,Magistrate Court,['Telugu'],3.32,2023-12-17 11:18:15.168835,,False
301,Yuvika,Mishra,yuvika.mishra@gmail.com,,,Female,,Maharashtra,Pune,6604300311,18,Immigration Law,High Court,"['Tamil', 'Bengali', 'Marathi', 'English', 'Gujarati', 'Telugu', 'Kannada']",3.3,2023-12-17 11:18:15.168835,,False
302,Pari,Shah,pari.shah@rediffmail.com,,,Male,,Telangana,Hyderabad,4731113053,16,Real Estate Law,Magistrate Court,"['Tamil', 'Gujarati']",4.82,2023-12-17 11:18:15.168835,,False
303,Rohan,Choudhary,rohan.choudhary@yahoo.com,,,Male,,Tamil Nadu,Chennai,7446846144,25,Corporate Law,Sessions Court,"['Marathi', 'Bengali', 'English', 'Hindi', 'Tamil', 'Telugu']",3.81,2023-12-17 11:18:15.168835,,False
304,Jhanvi,Malhotra,jhanvi.malhotra@outlook.com,,,Male,,Rajasthan,Jaipur,7045736301,19,Personal Injury Law,Magistrate Court,"['Kannada', 'Hindi', 'Marathi', 'Tamil', 'Bengali', 'Gujarati', 'Telugu', 'English']",3.18,2023-12-17 11:18:15.168835,,False
305,Zoya,Pradhan,zoya.pradhan@gmail.com,,,Male,,Karnataka,Bangalore,2664196498,30,Family Law,Sessions Court,"['Gujarati', 'Tamil', 'Bengali']",4.44,2023-12-17 11:18:15.168835,,False
306,Pari,Thakur,pari.thakur@yahoo.com,,,Male,,Tamil Nadu,Chennai,3872967563,12,Civil Rights Law,Magistrate Court,['Telugu'],4.77,2023-12-17 11:18:15.168835,,False
307,Kiaan,Choudhary,kiaan.choudhary@gmail.com,,,Female,,Telangana,Hyderabad,5321863279,15,Personal Injury Law,High Court,"['Tamil', 'English', 'Marathi', 'Bengali', 'Kannada', 'Hindi']",3.49,2023-12-17 11:18:15.168835,,False
308,Atharva,Reddy,atharva.reddy@outlook.com,,,Female,,West Bengal,Kolkata,2668211403,4,Criminal Law,Supreme Court,"['Marathi', 'English', 'Hindi', 'Gujarati', 'Kannada', 'Tamil', 'Bengali', 'Telugu']",3.87,2023-12-17 11:18:15.168835,,False
309,Chahat,Pathak,chahat.pathak@outlook.com,,,Female,,Telangana,Hyderabad,6457411222,15,Family Law,Sessions Court,"['Bengali', 'Gujarati', 'Telugu']",3.18,2023-12-17 11:18:15.168835,,False
310,Zain,Pradhan,zain.pradhan@outlook.com,,,Female,,Maharashtra,Mumbai,4670829551,11,Real Estate Law,High Court,['Tamil'],4.48,2023-12-17 11:18:15.168835,,False
311,Kiaan,Gupta,kiaan.gupta@rediffmail.com,,,Male,,Gujarat,Ahmedabad,6328760630,16,Family Law,Magistrate Court,"['Tamil', 'Marathi', 'Telugu']",4.25,2023-12-17 11:18:15.168835,,False
312,Ishant,Verma,ishant.verma@outlook.com,,,Male,,Telangana,Hyderabad,950988252,26,Real Estate Law,District Court,"['Marathi', 'Tamil']",4.21,2023-12-17 11:18:15.168835,,False
313,Tanvi,Malhotra,tanvi.malhotra@outlook.com,,,Male,,Rajasthan,Jaipur,4931936281,4,Personal Injury Law,District Court,"['Kannada', 'Hindi', 'Telugu', 'Tamil', 'Bengali', 'English', 'Gujarati']",3.81,2023-12-17 11:18:15.168835,,False
314,Zoya,Yadav,zoya.yadav@yahoo.com,,,Male,,Delhi,Delhi,8390099713,24,Immigration Law,High Court,"['Tamil', 'Gujarati', 'Marathi']",4.62,2023-12-17 11:18:15.168835,,False
315,Kiaan,Thakur,kiaan.thakur@gmail.com,,,Female,,Delhi,Delhi,1516351292,4,Immigration Law,Sessions Court,"['Hindi', 'Marathi', 'Bengali', 'Kannada']",4.46,2023-12-17 11:18:15.168835,,False
316,Rohan,Choudhary,rohan.choudhary@yahoo.com,,,Male,,Karnataka,Bangalore,6879002825,7,Real Estate Law,Sessions Court,"['Hindi', 'Telugu', 'Bengali', 'Tamil', 'Kannada', 'Marathi', 'English', 'Gujarati']",3.07,2023-12-17 11:18:15.168835,,False
317,Jhanvi,Shah,jhanvi.shah@gmail.com,,,Female,,West Bengal,Kolkata,5133157362,17,Immigration Law,High Court,"['Marathi', 'Telugu', 'Tamil', 'Hindi', 'English']",4.06,2023-12-17 11:18:15.168835,,False
318,Ishani,Malhotra,ishani.malhotra@outlook.com,,,Male,,Uttar Pradesh,Lucknow,5361581554,6,Immigration Law,Sessions Court,"['Tamil', 'Hindi', 'Bengali', 'Marathi', 'Gujarati']",3.47,2023-12-17 11:18:15.168835,,False
319,Hrithik,Patel,hrithik.patel@gmail.com,,,Male,,Gujarat,Ahmedabad,5263844372,9,Personal Injury Law,District Court,['Gujarati'],4.53,2023-12-17 11:18:15.168835,,False
320,Daivik,Das,daivik.das@gmail.com,,,Male,,Gujarat,Ahmedabad,3697446533,21,Criminal Law,District Court,"['Marathi', 'Gujarati', 'Hindi', 'Tamil', 'Bengali', 'Kannada']",4.66,2023-12-17 11:18:15.168835,,False
321,Shaurya,Malhotra,shaurya.malhotra@hotmail.com,,,Male,,Tamil Nadu,Chennai,2403884531,17,Corporate Law,Sessions Court,"['Telugu', 'Hindi', 'Tamil', 'Kannada', 'Gujarati', 'Bengali', 'English']",3.33,2023-12-17 11:18:15.168835,,False
322,Yuvaan,Malhotra,yuvaan.malhotra@hotmail.com,,,Male,,Telangana,Hyderabad,3779895603,21,Criminal Law,High Court,"['Marathi', 'Telugu', 'Gujarati', 'Hindi', 'English', 'Kannada', 'Bengali']",3.94,2023-12-17 11:18:15.168835,,False
323,Riya,Choudhary,riya.choudhary@gmail.com,,,Female,,Tamil Nadu,Chennai,2018758905,13,Real Estate Law,Sessions Court,"['Telugu', 'Hindi', 'Tamil', 'Gujarati', 'English', 'Marathi']",4.42,2023-12-17 11:18:15.168835,,False
324,Ananya,Yadav,ananya.yadav@yahoo.com,,,Male,,Rajasthan,Jaipur,4554427179,29,Corporate Law,Supreme Court,"['Gujarati', 'Marathi', 'Hindi', 'Kannada', 'Tamil']",3.07,2023-12-17 11:18:15.168835,,False
325,Sia,Jha,sia.jha@hotmail.com,,,Female,,Tamil Nadu,Chennai,3024114006,27,Real Estate Law,Sessions Court,"['Tamil', 'Telugu', 'English']",4.13,2023-12-17 11:18:15.168835,,False
326,Niyati,Pradhan,niyati.pradhan@gmail.com,,,Female,,Delhi,Delhi,846020601,2,Criminal Law,High Court,"['Hindi', 'Kannada']",3.44,2023-12-17 11:18:15.168835,,False
327,Daivik,Pandey,daivik.pandey@outlook.com,,,Female,,Maharashtra,Mumbai,5670725809,23,Civil Rights Law,Supreme Court,"['Telugu', 'Kannada']",3.06,2023-12-17 11:18:15.168835,,False
328,Ishita,Jha,ishita.jha@hotmail.com,,,Male,,West Bengal,Kolkata,2375138545,1,Immigration Law,Supreme Court,"['Marathi', 'Hindi', 'Telugu', 'Kannada']",4.54,2023-12-17 11:18:15.168835,,False
329,Amaira,Rao,amaira.rao@yahoo.com,,,Male,,Gujarat,Ahmedabad,2876800176,26,Immigration Law,Sessions Court,"['Hindi', 'Tamil', 'Gujarati', 'Marathi']",3.35,2023-12-17 11:18:15.168835,,False
330,Ishant,Choudhary,ishant.choudhary@hotmail.com,,,Female,,Maharashtra,Mumbai,3070897160,20,Personal Injury Law,High Court,"['Kannada', 'Tamil', 'Hindi', 'English', 'Gujarati', 'Telugu', 'Marathi', 'Bengali']",4.81,2023-12-17 11:18:15.168835,,False
331,Rohan,Kumar,rohan.kumar@rediffmail.com,,,Male,,Karnataka,Bangalore,7767076500,4,Personal Injury Law,Supreme Court,"['Tamil', 'Kannada', 'Telugu', 'Hindi', 'Bengali', 'English', 'Gujarati', 'Marathi']",4.52,2023-12-17 11:18:15.168835,,False
332,Esha,Jha,esha.jha@outlook.com,,,Female,,Tamil Nadu,Chennai,3029101782,1,Personal Injury Law,District Court,['Kannada'],3.58,2023-12-17 11:18:15.168835,,False
333,Ishani,Malhotra,ishani.malhotra@rediffmail.com,,,Male,,Karnataka,Bangalore,2239791217,20,Immigration Law,District Court,"['Gujarati', 'Bengali', 'English', 'Tamil', 'Telugu', 'Marathi', 'Hindi', 'Kannada']",4.85,2023-12-17 11:18:15.168835,,False
334,Ishita,Deshmukh,ishita.deshmukh@gmail.com,,,Female,,Karnataka,Bangalore,7087125382,4,Corporate Law,Sessions Court,"['Bengali', 'Hindi', 'Telugu']",4.9,2023-12-17 11:18:15.168835,,False
335,Ananya,Reddy,ananya.reddy@gmail.com,,,Male,,Tamil Nadu,Chennai,8507107436,4,Civil Rights Law,District Court,"['Hindi', 'Gujarati', 'English', 'Telugu', 'Tamil', 'Bengali']",3.83,2023-12-17 11:18:15.168835,,False
336,Ishwar,Pradhan,ishwar.pradhan@yahoo.com,,,Male,,West Bengal,Kolkata,3121087031,14,Personal Injury Law,Magistrate Court,['Kannada'],4.38,2023-12-17 11:18:15.168835,,False
337,Neev,Pathak,neev.pathak@gmail.com,,,Male,,Maharashtra,Mumbai,7701048616,30,Family Law,District Court,"['Kannada', 'Telugu', 'English', 'Gujarati', 'Tamil', 'Bengali', 'Marathi', 'Hindi']",3.74,2023-12-17 11:18:15.168835,,False
338,Shreya,Choudhary,shreya.choudhary@gmail.com,,,Male,,Delhi,Delhi,5845638424,27,Corporate Law,High Court,"['Tamil', 'Gujarati']",3.97,2023-12-17 11:18:15.168835,,False
339,Kiara,Sharma,kiara.sharma@outlook.com,,,Female,,Karnataka,Bangalore,4011316914,25,Family Law,Supreme Court,['Telugu'],3.8,2023-12-17 11:18:15.168835,,False
340,Kiara,Gupta,kiara.gupta@rediffmail.com,,,Female,,West Bengal,Kolkata,8002235190,19,Criminal Law,Magistrate Court,"['English', 'Gujarati', 'Bengali', 'Telugu']",4.03,2023-12-17 11:18:15.168835,,False
341,Kavya,Mishra,kavya.mishra@outlook.com,,,Male,,Maharashtra,Mumbai,3163184192,22,Criminal Law,Supreme Court,"['Bengali', 'Telugu', 'Gujarati', 'Hindi', 'English']",3.97,2023-12-17 11:18:15.168835,,False
342,Ishani,Das,ishani.das@outlook.com,,,Female,,Tamil Nadu,Chennai,9691201175,19,Immigration Law,Sessions Court,"['Kannada', 'Tamil', 'Marathi', 'Gujarati']",3.23,2023-12-17 11:18:15.168835,,False
343,Suhana,Roy,suhana.roy@hotmail.com,,,Male,,Delhi,Delhi,6210113462,7,Civil Rights Law,Magistrate Court,"['Marathi', 'Telugu', 'Tamil']",3.04,2023-12-17 11:18:15.168835,,False
344,Dhruv,Khan,dhruv.khan@hotmail.com,,,Male,,Uttar Pradesh,Lucknow,5138113210,4,Civil Rights Law,High Court,"['English', 'Marathi', 'Hindi', 'Bengali', 'Tamil']",3.08,2023-12-17 11:18:15.168835,,False
345,Aditya,Mishra,aditya.mishra@yahoo.com,,,Male,,Karnataka,Bangalore,1724246505,30,Immigration Law,District Court,"['Telugu', 'Tamil', 'English', 'Kannada', 'Marathi', 'Bengali']",3.6,2023-12-17 11:18:15.168835,,False
346,Shlok,Jha,shlok.jha@yahoo.com,,,Male,,Rajasthan,Jaipur,5950912419,11,Immigration Law,Magistrate Court,"['Telugu', 'Kannada', 'Hindi', 'English']",3.24,2023-12-17 11:18:15.168835,,False
