,fname,lname,email,password,office_address,gender,pincode,state,city,phone_number,experience,specialization,court_type,languages,rating,date_joined,degree_doc,verified,min_cost_per_hr
223,Rudra,Choudhary,rudra.choudhary@hotmail.com,,,Female,600079,Tamil Nadu,Chennai,9462768064,23,Immigration Law,Sessions Court,"['Telugu', 'Kannada', 'Hindi', 'Marathi', 'English']",4.05,2023-12-19 21:50:58.549698,,True,3706
224,Ishita,Thakur,ishita.thakur@rediffmail.com,,,Female,302031,Rajasthan,Jaipur,4496056073,10,Real Estate Law,High Court,"['Bengali', 'Hindi']",4.88,2023-12-19 21:50:58.549698,,True,2756
225,Ishani,Patel,ishani.patel@gmail.com,,,Female,700036,West Bengal,Kolkata,9415251241,21,Immigration Law,Sessions Court,"['Gujarati', 'Marathi', 'Bengali', 'English', 'Kannada', 'Telugu', 'Tamil', 'Hindi']",4.34,2023-12-19 21:50:58.549698,,True,2109
226,Ishaan,Singh,ishaan.singh@yahoo.com,,,Male,411083,Maharashtra,Mumbai,9640610610,2,Family Law,Magistrate Court,"['Marathi', 'Hindi', 'Bengali', 'Kannada', 'Tamil', 'English', 'Telugu']",3.11,2023-12-19 21:50:58.549698,,True,2631
227,Atharva,Reddy,atharva.reddy@gmail.com,,,Female,700089,West Bengal,Kolkata,2573283313,27,Criminal Law,Magistrate Court,"['Kannada', 'Hindi', 'Tamil', 'Gujarati', 'Marathi']",3.65,2023-12-19 21:50:58.549698,,True,6325
228,Neha,Khan,neha.khan@outlook.com,,,Female,560037,Karnataka,Bangalore,3173079845,5,Real Estate Law,Sessions Court,"['Tamil', 'Hindi', 'Gujarati', 'Telugu', 'Kannada']",4.91,2023-12-19 21:50:58.549698,,True,4450
229,Yuvan,Pathak,yuvan.pathak@yahoo.com,,,Female,302069,Rajasthan,Jaipur,9160906187,14,Real Estate Law,Sessions Court,['Tamil'],4.66,2023-12-19 21:50:58.549698,,True,5472
230,Advik,Gupta,advik.gupta@hotmail.com,,,Female,226042,Uttar Pradesh,Lucknow,2384660174,5,Criminal Law,Sessions Court,['Hindi'],4.2,2023-12-19 21:50:58.549698,,True,6264
231,Esha,Kumar,esha.kumar@gmail.com,,,Female,600040,Tamil Nadu,Chennai,7382051741,28,Family Law,Magistrate Court,"['Kannada', 'Tamil']",4.71,2023-12-19 21:50:58.549698,,True,5783
232,Kabir,Pathak,kabir.pathak@outlook.com,,,Female,302081,Rajasthan,Jaipur,4586475449,1,Civil Rights Law,District Court,"['Tamil', 'Hindi', 'Marathi', 'Bengali', 'Kannada', 'English', 'Gujarati', 'Telugu']",4.76,2023-12-19 21:50:58.549698,,True,3326
233,Vivaan,Pathak,vivaan.pathak@gmail.com,,,Male,226044,Uttar Pradesh,Lucknow,9451987839,25,Immigration Law,Supreme Court,"['Tamil', 'Telugu', 'Gujarati', 'Hindi', 'Marathi', 'Bengali', 'English', 'Kannada']",4.18,2023-12-19 21:50:58.549698,,True,5213
234,Zain,Naik,zain.naik@hotmail.com,,,Male,226092,Uttar Pradesh,Lucknow,4570770601,11,Immigration Law,Magistrate Court,"['Bengali', 'Tamil', 'English']",4.6,2023-12-19 21:50:58.549698,,True,4212
235,Diya,Sharma,diya.sharma@outlook.com,,,Female,560086,Karnataka,Bangalore,2547109348,11,Civil Rights Law,High Court,"['Gujarati', 'Bengali', 'Telugu', 'Tamil']",4.4,2023-12-19 21:50:58.549698,,True,6418
236,Yuvaan,Kumar,yuvaan.kumar@yahoo.com,,,Male,600090,Tamil Nadu,Chennai,8167297209,10,Immigration Law,Sessions Court,"['Tamil', 'Gujarati', 'Hindi']",4.0,2023-12-19 21:50:58.549698,,True,2380
237,Aryan,Mishra,aryan.mishra@hotmail.com,,,Male,560064,Karnataka,Bangalore,4828421948,26,Corporate Law,Sessions Court,['English'],4.76,2023-12-19 21:50:58.549698,,True,4928
238,Eshan,Kumar,eshan.kumar@yahoo.com,,,Male,380051,Gujarat,Ahmedabad,2221107044,14,Real Estate Law,Supreme Court,"['English', 'Gujarati']",3.63,2023-12-19 21:50:58.549698,,True,2620
239,Ishwar,Mishra,ishwar.mishra@outlook.com,,,Male,700081,West Bengal,Kolkata,3604517300,16,Corporate Law,Supreme Court,"['Bengali', 'Telugu']",3.71,2023-12-19 21:50:58.549698,,True,2707
240,Eshan,Jha,eshan.jha@outlook.com,,,Male,411082,Maharashtra,Mumbai,8207969109,24,Immigration Law,Supreme Court,"['Telugu', 'Tamil', 'Hindi', 'English', 'Gujarati']",4.15,2023-12-19 21:50:58.549698,,True,5598
241,Rohan,Pathak,rohan.pathak@outlook.com,,,Male,380068,Gujarat,Ahmedabad,9245780342,7,Personal Injury Law,High Court,"['Bengali', 'Marathi', 'Gujarati', 'Kannada', 'Hindi', 'Telugu']",3.41,2023-12-19 21:50:58.549698,,True,4224
242,Sia,Verma,sia.verma@yahoo.com,,,Female,700075,West Bengal,Kolkata,3119404327,17,Family Law,Magistrate Court,"['Gujarati', 'Kannada', 'English', 'Marathi']",3.08,2023-12-19 21:50:58.549698,,True,4557
243,Aditya,Reddy,aditya.reddy@outlook.com,,,Female,411013,Maharashtra,Mumbai,6596474516,9,Criminal Law,Sessions Court,['Gujarati'],3.94,2023-12-19 21:50:58.549698,,True,2762
244,Advik,Gupta,advik.gupta@hotmail.com,,,Female,560027,Karnataka,Bangalore,3465076805,17,Civil Rights Law,Sessions Court,"['Kannada', 'Telugu', 'English', 'Tamil', 'Gujarati', 'Marathi']",4.8,2023-12-19 21:50:58.549698,,True,3875
245,Vansh,Reddy,vansh.reddy@rediffmail.com,,,Male,500015,Telangana,Hyderabad,7534106474,8,Family Law,Magistrate Court,['Bengali'],4.2,2023-12-19 21:50:58.549698,,True,4444
246,Aarohi,Naik,aarohi.naik@yahoo.com,,,Female,500062,Telangana,Hyderabad,9584822119,17,Civil Rights Law,High Court,"['Marathi', 'Tamil', 'Gujarati', 'Hindi', 'English', 'Telugu']",3.71,2023-12-19 21:50:58.549698,,True,2161
247,Aryan,Sharma,aryan.sharma@gmail.com,,,Female,110038,Delhi,Delhi,2097102830,21,Immigration Law,High Court,"['Hindi', 'Marathi', 'Bengali', 'English', 'Gujarati', 'Kannada']",4.07,2023-12-19 21:50:58.549698,,True,5351
248,Riya,Kumar,riya.kumar@hotmail.com,,,Female,411070,Maharashtra,Pune,7588278424,7,Corporate Law,Magistrate Court,"['Gujarati', 'Hindi', 'Bengali', 'English', 'Kannada']",4.98,2023-12-19 21:50:58.549698,,True,3440
249,Raghav,Shah,raghav.shah@outlook.com,,,Female,380044,Gujarat,Ahmedabad,3169562577,17,Real Estate Law,Sessions Court,"['English', 'Bengali', 'Kannada', 'Marathi', 'Gujarati']",3.55,2023-12-19 21:50:58.549698,,True,5239
250,Arjun,Roy,arjun.roy@outlook.com,,,Female,700093,West Bengal,Kolkata,5793520277,2,Civil Rights Law,Magistrate Court,"['Tamil', 'Telugu', 'Kannada']",3.06,2023-12-19 21:50:58.549698,,True,2127
251,Mira,Rao,mira.rao@rediffmail.com,,,Male,302025,Rajasthan,Jaipur,9868549311,24,Personal Injury Law,Magistrate Court,"['Kannada', 'Hindi', 'Telugu', 'English', 'Marathi', 'Gujarati', 'Tamil', 'Bengali']",4.47,2023-12-19 21:50:58.549698,,True,3325
252,Mira,Gupta,mira.gupta@outlook.com,,,Male,500092,Telangana,Hyderabad,5367276747,18,Family Law,Magistrate Court,['Gujarati'],3.6,2023-12-19 21:50:58.549698,,True,6791
253,Dhruv,Roy,dhruv.roy@rediffmail.com,,,Male,226035,Uttar Pradesh,Lucknow,9239459768,1,Corporate Law,Sessions Court,['Bengali'],4.06,2023-12-19 21:50:58.549698,,True,2394
254,Pari,Roy,pari.roy@gmail.com,,,Female,600049,Tamil Nadu,Chennai,5347458086,4,Immigration Law,Magistrate Court,"['Hindi', 'Telugu', 'Tamil', 'Gujarati', 'Kannada', 'Bengali', 'Marathi']",4.12,2023-12-19 21:50:58.549698,,True,5817
255,Pari,Roy,pari.roy@rediffmail.com,,,Male,110066,Delhi,Delhi,7223757841,26,Corporate Law,High Court,"['Bengali', 'Tamil', 'Gujarati', 'Kannada', 'English', 'Telugu', 'Marathi', 'Hindi']",4.16,2023-12-19 21:50:58.549698,,True,5862
256,Neha,Pathak,neha.pathak@rediffmail.com,,,Female,560033,Karnataka,Bangalore,7168755893,26,Corporate Law,Magistrate Court,"['Kannada', 'Telugu']",3.5,2023-12-19 21:50:58.549698,,True,6221
257,Yuvaan,Mishra,yuvaan.mishra@rediffmail.com,,,Female,110014,Delhi,Delhi,1569910583,17,Civil Rights Law,High Court,"['Kannada', 'Gujarati', 'Bengali', 'Marathi', 'Hindi']",3.84,2023-12-19 21:50:58.549698,,True,5156
258,Chahat,Pradhan,chahat.pradhan@hotmail.com,,,Female,500080,Telangana,Hyderabad,9254882385,27,Corporate Law,Supreme Court,"['Hindi', 'Tamil', 'Kannada', 'Bengali', 'Telugu', 'Gujarati', 'Marathi', 'English']",4.04,2023-12-19 21:50:58.549698,,True,4150
259,Sia,Gupta,sia.gupta@gmail.com,,,Male,700012,West Bengal,Kolkata,9133543239,30,Personal Injury Law,Magistrate Court,"['Tamil', 'Marathi']",3.72,2023-12-19 21:50:58.549698,,True,5946
260,Pranav,Das,pranav.das@gmail.com,,,Female,600086,Tamil Nadu,Chennai,8548123225,17,Civil Rights Law,High Court,"['Bengali', 'English']",3.18,2023-12-19 21:50:58.549698,,True,6624
261,Shiv,Das,shiv.das@yahoo.com,,,Female,560058,Karnataka,Bangalore,8028951693,22,Criminal Law,High Court,"['Bengali', 'Telugu', 'Tamil', 'Hindi', 'Kannada']",4.48,2023-12-19 21:50:58.549698,,True,5607
262,Daivik,Shah,daivik.shah@outlook.com,,,Female,226089,Uttar Pradesh,Lucknow,2218774746,1,Corporate Law,Magistrate Court,"['English', 'Hindi', 'Telugu', 'Tamil', 'Gujarati', 'Bengali', 'Marathi']",3.12,2023-12-19 21:50:58.549698,,True,2396
263,Shiv,Rao,shiv.rao@hotmail.com,,,Male,110024,Delhi,Delhi,2402622709,21,Immigration Law,Sessions Court,"['Kannada', 'Hindi', 'Telugu', 'Gujarati', 'English', 'Marathi', 'Bengali', 'Tamil']",4.75,2023-12-19 21:50:58.549698,,True,6234
264,Mohit,Rao,mohit.rao@hotmail.com,,,Male,226080,Uttar Pradesh,Lucknow,4395150610,9,Immigration Law,District Court,['Marathi'],4.21,2023-12-19 21:50:58.549698,,True,3900
265,Yuvaan,Singh,yuvaan.singh@rediffmail.com,,,Male,600024,Tamil Nadu,Chennai,4895146030,19,Personal Injury Law,District Court,"['Hindi', 'Kannada', 'Tamil', 'Gujarati']",3.03,2023-12-19 21:50:58.549698,,True,4335
266,Aarohi,Das,aarohi.das@outlook.com,,,Female,302040,Rajasthan,Jaipur,3839046138,28,Immigration Law,Supreme Court,"['Telugu', 'English', 'Bengali']",4.91,2023-12-19 21:50:58.549698,,True,5914
267,Hrithik,Pathak,hrithik.pathak@hotmail.com,,,Female,700051,West Bengal,Kolkata,9197554755,26,Family Law,Supreme Court,['Telugu'],4.55,2023-12-19 21:50:58.549698,,True,4958
268,Misha,Pradhan,misha.pradhan@yahoo.com,,,Female,560055,Karnataka,Bangalore,3581391832,9,Real Estate Law,Sessions Court,['Telugu'],3.22,2023-12-19 21:50:58.549698,,True,3271
269,Kiara,Rao,kiara.rao@yahoo.com,,,Male,110074,Delhi,Delhi,8981385296,30,Family Law,Supreme Court,"['Telugu', 'Marathi', 'Hindi', 'Kannada', 'Gujarati']",3.65,2023-12-19 21:50:58.549698,,True,5430
270,Mihika,Pathak,mihika.pathak@gmail.com,,,Female,700070,West Bengal,Kolkata,2702748821,5,Personal Injury Law,High Court,"['Kannada', 'Bengali', 'Gujarati']",3.35,2023-12-19 21:50:58.549698,,True,3850
271,Pari,Kumar,pari.kumar@rediffmail.com,,,Male,500073,Telangana,Hyderabad,3782743333,14,Family Law,Magistrate Court,"['Bengali', 'Tamil', 'English', 'Telugu', 'Gujarati', 'Marathi', 'Hindi']",3.89,2023-12-19 21:50:58.549698,,True,5737
272,Vivaan,Khan,vivaan.khan@outlook.com,,,Male,380080,Gujarat,Ahmedabad,9279245516,4,Immigration Law,Magistrate Court,"['Gujarati', 'Telugu', 'English', 'Bengali', 'Tamil', 'Kannada', 'Marathi']",3.68,2023-12-19 21:50:58.549698,,True,3983
273,Arjun,Rao,arjun.rao@hotmail.com,,,Female,500042,Telangana,Hyderabad,4841455425,13,Real Estate Law,Magistrate Court,"['Hindi', 'Tamil', 'Kannada', 'English', 'Marathi', 'Bengali', 'Telugu', 'Gujarati']",4.34,2023-12-19 21:50:58.549698,,True,5558
274,Pari,Chauhan,pari.chauhan@hotmail.com,,,Female,500013,Telangana,Hyderabad,5726036241,23,Personal Injury Law,Magistrate Court,"['Bengali', 'Telugu', 'Marathi', 'Gujarati', 'English', 'Hindi', 'Tamil']",4.98,2023-12-19 21:50:58.549698,,True,5962
275,Bhavya,Yadav,bhavya.yadav@gmail.com,,,Male,411048,Maharashtra,Mumbai,3738615237,15,Civil Rights Law,High Court,"['Telugu', 'Bengali', 'Gujarati']",3.93,2023-12-19 21:50:58.549698,,True,2862
276,Pranav,Yadav,pranav.yadav@outlook.com,,,Female,560028,Karnataka,Bangalore,5075368524,27,Family Law,Magistrate Court,"['Hindi', 'Marathi', 'Tamil', 'Gujarati', 'English', 'Telugu', 'Bengali']",3.18,2023-12-19 21:50:58.549698,,True,2994
277,Kiara,Gupta,kiara.gupta@rediffmail.com,,,Male,700068,West Bengal,Kolkata,7247375348,1,Corporate Law,Supreme Court,"['Telugu', 'Marathi', 'Kannada', 'Gujarati', 'English', 'Tamil', 'Bengali']",4.55,2023-12-19 21:50:58.549698,,True,3692
278,Zara,Verma,zara.verma@rediffmail.com,,,Male,110091,Delhi,Delhi,6062462823,29,Real Estate Law,Magistrate Court,"['Gujarati', 'Kannada']",4.87,2023-12-19 21:50:58.549698,,True,5108
279,Shiv,Chauhan,shiv.chauhan@yahoo.com,,,Female,700096,West Bengal,Kolkata,9521024226,24,Real Estate Law,Supreme Court,"['Kannada', 'Hindi', 'Tamil', 'Telugu', 'Gujarati', 'Marathi', 'Bengali']",4.3,2023-12-19 21:50:58.549698,,True,6948
280,Kavya,Jha,kavya.jha@rediffmail.com,,,Female,700078,West Bengal,Kolkata,3342220092,5,Criminal Law,High Court,['Telugu'],3.98,2023-12-19 21:50:58.549698,,True,4869
281,Ishita,Roy,ishita.roy@yahoo.com,,,Female,700088,West Bengal,Kolkata,2845290733,13,Criminal Law,High Court,"['English', 'Telugu', 'Marathi', 'Hindi', 'Kannada', 'Tamil']",4.84,2023-12-19 21:50:58.549698,,True,3741
282,Mira,Yadav,mira.yadav@yahoo.com,,,Male,110025,Delhi,Delhi,5641165368,8,Immigration Law,Sessions Court,['Telugu'],3.42,2023-12-19 21:50:58.549698,,True,5130
283,Aarushi,Gupta,aarushi.gupta@gmail.com,,,Male,411089,Maharashtra,Pune,5679660678,13,Personal Injury Law,Sessions Court,"['English', 'Bengali', 'Gujarati']",4.92,2023-12-19 21:50:58.549698,,True,3306
284,Vivaan,Reddy,vivaan.reddy@gmail.com,,,Male,700011,West Bengal,Kolkata,9152051071,22,Civil Rights Law,Sessions Court,"['English', 'Tamil', 'Bengali', 'Hindi', 'Gujarati', 'Telugu', 'Kannada', 'Marathi']",4.1,2023-12-19 21:50:58.549698,,True,5115
285,Suhana,Chauhan,suhana.chauhan@yahoo.com,,,Female,302028,Rajasthan,Jaipur,4235638762,27,Civil Rights Law,District Court,"['Hindi', 'Gujarati', 'Kannada', 'English', 'Marathi', 'Tamil', 'Telugu']",3.48,2023-12-19 21:50:58.549698,,True,2554
286,Chahat,Pandey,chahat.pandey@gmail.com,,,Male,700054,West Bengal,Kolkata,4652865980,17,Corporate Law,High Court,"['Hindi', 'Gujarati']",3.86,2023-12-19 21:50:58.549698,,True,5792
287,Eshan,Reddy,eshan.reddy@yahoo.com,,,Male,380047,Gujarat,Ahmedabad,6891276165,10,Immigration Law,Magistrate Court,"['Gujarati', 'Tamil', 'English', 'Hindi', 'Telugu', 'Bengali', 'Kannada', 'Marathi']",3.4,2023-12-19 21:50:58.549698,,True,2475
288,Raghav,Malhotra,raghav.malhotra@gmail.com,,,Male,226064,Uttar Pradesh,Lucknow,1503983337,30,Immigration Law,District Court,"['Marathi', 'English', 'Bengali']",3.98,2023-12-19 21:50:58.549698,,True,4974
289,Ishant,Mishra,ishant.mishra@rediffmail.com,,,Female,700068,West Bengal,Kolkata,3843576281,27,Immigration Law,Supreme Court,"['Hindi', 'Telugu', 'Kannada', 'Gujarati', 'Tamil']",3.23,2023-12-19 21:50:58.549698,,True,2917
290,Pranav,Khan,pranav.khan@hotmail.com,,,Female,700031,West Bengal,Kolkata,8289671466,2,Personal Injury Law,Magistrate Court,['Telugu'],3.96,2023-12-19 21:50:58.549698,,True,3991
291,Ishita,Mishra,ishita.mishra@rediffmail.com,,,Female,302023,Rajasthan,Jaipur,1929821151,17,Corporate Law,Supreme Court,"['Hindi', 'Gujarati', 'Tamil', 'Marathi', 'Kannada', 'Telugu', 'English']",3.62,2023-12-19 21:50:58.549698,,True,2603
292,Vansh,Malhotra,vansh.malhotra@rediffmail.com,,,Female,411078,Maharashtra,Mumbai,7275871082,12,Personal Injury Law,Supreme Court,"['Tamil', 'Hindi', 'Bengali', 'Kannada', 'Marathi', 'Telugu', 'Gujarati', 'English']",4.88,2023-12-19 21:50:58.549698,,True,6100
293,Pari,Shah,pari.shah@hotmail.com,,,Female,110066,Delhi,Delhi,6873088485,9,Corporate Law,Magistrate Court,['Marathi'],4.19,2023-12-19 21:50:58.549698,,True,2766
294,Zara,Thakur,zara.thakur@rediffmail.com,,,Female,500072,Telangana,Hyderabad,2524976434,4,Corporate Law,Sessions Court,"['Hindi', 'Tamil', 'Kannada', 'English']",4.88,2023-12-19 21:50:58.549698,,True,3878
295,Kiara,Rao,kiara.rao@yahoo.com,,,Female,500070,Telangana,Hyderabad,7092447370,30,Family Law,Magistrate Court,"['Kannada', 'Marathi', 'Tamil', 'Gujarati', 'Hindi', 'English', 'Bengali']",4.61,2023-12-19 21:50:58.549698,,True,6903
296,Vidhi,Shah,vidhi.shah@rediffmail.com,,,Male,226067,Uttar Pradesh,Lucknow,9369108496,8,Corporate Law,High Court,"['Kannada', 'Bengali', 'Gujarati', 'Marathi', 'English', 'Hindi', 'Telugu', 'Tamil']",4.59,2023-12-19 21:50:58.549698,,True,2709
297,Bhavya,Deshmukh,bhavya.deshmukh@outlook.com,,,Male,226086,Uttar Pradesh,Lucknow,1737076150,5,Real Estate Law,Magistrate Court,"['Telugu', 'Kannada', 'Hindi', 'Tamil', 'Gujarati', 'Marathi']",3.41,2023-12-19 21:50:58.549698,,True,2422
298,Vansh,Jha,vansh.jha@rediffmail.com,,,Male,600071,Tamil Nadu,Chennai,1439262581,4,Family Law,Supreme Court,['English'],4.54,2023-12-19 21:50:58.549698,,True,2707
299,Aarohi,Gupta,aarohi.gupta@yahoo.com,,,Female,700019,West Bengal,Kolkata,1924565118,1,Civil Rights Law,High Court,['Hindi'],3.13,2023-12-19 21:50:58.549698,,True,3927
300,Esha,Yadav,esha.yadav@outlook.com,,,Male,110084,Delhi,Delhi,8046030702,5,Corporate Law,High Court,"['Tamil', 'Gujarati', 'English', 'Hindi', 'Bengali', 'Marathi']",3.53,2023-12-19 21:50:58.549698,,True,6710
301,Ishani,Deshmukh,ishani.deshmukh@yahoo.com,,,Male,411080,Maharashtra,Mumbai,4624440850,10,Real Estate Law,Sessions Court,"['Gujarati', 'Tamil', 'Telugu', 'English', 'Bengali', 'Hindi', 'Marathi']",4.21,2023-12-19 21:50:58.549698,,True,5654
302,Atharva,Das,atharva.das@gmail.com,,,Male,302091,Rajasthan,Jaipur,5977268620,21,Immigration Law,Supreme Court,"['Telugu', 'Tamil', 'Hindi', 'Bengali', 'Marathi']",4.98,2023-12-19 21:50:58.549698,,True,6668
303,Mihika,Kumar,mihika.kumar@outlook.com,,,Male,700077,West Bengal,Kolkata,9146950744,12,Corporate Law,District Court,"['Hindi', 'Telugu', 'Bengali', 'Marathi', 'English']",4.85,2023-12-19 21:50:58.549698,,True,2129
304,Om,Choudhary,om.choudhary@rediffmail.com,,,Female,560077,Karnataka,Bangalore,4246050214,26,Criminal Law,Sessions Court,['Kannada'],4.5,2023-12-19 21:50:58.549698,,True,3004
305,Arjun,Malhotra,arjun.malhotra@hotmail.com,,,Female,302042,Rajasthan,Jaipur,3712051083,7,Family Law,Supreme Court,"['Gujarati', 'Bengali', 'Kannada']",3.33,2023-12-19 21:50:58.549698,,True,4009
306,Ishwar,Reddy,ishwar.reddy@hotmail.com,,,Male,700097,West Bengal,Kolkata,7389451856,14,Corporate Law,Supreme Court,"['Marathi', 'Tamil']",4.21,2023-12-19 21:50:58.549698,,True,4844
307,Saanvi,Rao,saanvi.rao@hotmail.com,,,Male,600065,Tamil Nadu,Chennai,2014197754,4,Personal Injury Law,District Court,"['English', 'Telugu', 'Bengali', 'Gujarati', 'Marathi']",4.43,2023-12-19 21:50:58.549698,,True,4323
308,Mohit,Patel,mohit.patel@yahoo.com,,,Female,226093,Uttar Pradesh,Lucknow,2925050875,14,Civil Rights Law,Magistrate Court,"['Marathi', 'Tamil', 'English', 'Telugu', 'Bengali']",3.55,2023-12-19 21:50:58.549698,,True,3134
309,Ishani,Deshmukh,ishani.deshmukh@hotmail.com,,,Female,110026,Delhi,Delhi,2130353144,4,Civil Rights Law,High Court,"['Kannada', 'Bengali', 'Hindi']",4.52,2023-12-19 21:50:58.549698,,True,6539
310,Ishant,Pradhan,ishant.pradhan@outlook.com,,,Female,302063,Rajasthan,Jaipur,9041984172,6,Criminal Law,Sessions Court,"['Telugu', 'Gujarati', 'Hindi', 'English']",4.2,2023-12-19 21:50:58.549698,,True,3158
311,Kritika,Roy,kritika.roy@gmail.com,,,Male,500090,Telangana,Hyderabad,3903653065,27,Real Estate Law,District Court,"['English', 'Kannada', 'Bengali', 'Tamil']",4.47,2023-12-19 21:50:58.549698,,True,4970
312,Vihaan,Naik,vihaan.naik@gmail.com,,,Female,600061,Tamil Nadu,Chennai,1683846832,25,Real Estate Law,Sessions Court,"['Marathi', 'English', 'Tamil', 'Telugu', 'Kannada', 'Bengali', 'Hindi']",3.84,2023-12-19 21:50:58.549698,,True,6941
313,Samaira,Malhotra,samaira.malhotra@hotmail.com,,,Female,380093,Gujarat,Ahmedabad,7253400668,24,Real Estate Law,Sessions Court,['Hindi'],4.07,2023-12-19 21:50:58.549698,,True,2247
314,Diya,Pandey,diya.pandey@outlook.com,,,Male,380020,Gujarat,Ahmedabad,7717608423,15,Corporate Law,District Court,"['Tamil', 'Kannada', 'Bengali']",4.75,2023-12-19 21:50:58.549698,,True,5935
315,Sia,Pathak,sia.pathak@gmail.com,,,Male,380065,Gujarat,Ahmedabad,5433985478,27,Personal Injury Law,Supreme Court,"['Kannada', 'Tamil', 'Marathi', 'English', 'Bengali', 'Hindi', 'Gujarati']",3.8,2023-12-19 21:50:58.549698,,True,6636
316,Kavya,Deshmukh,kavya.deshmukh@rediffmail.com,,,Male,110068,Delhi,Delhi,8259560549,18,Immigration Law,High Court,"['Bengali', 'English', 'Kannada']",3.86,2023-12-19 21:50:58.549698,,True,4689
317,Aarohi,Kumar,aarohi.kumar@hotmail.com,,,Female,600090,Tamil Nadu,Chennai,3580566710,29,Real Estate Law,Sessions Court,"['Hindi', 'Bengali']",5.0,2023-12-19 21:50:58.549698,,True,3045
318,Saanvi,Sharma,saanvi.sharma@gmail.com,,,Female,560044,Karnataka,Bangalore,6583136678,8,Corporate Law,Sessions Court,"['Hindi', 'Marathi', 'Kannada']",4.75,2023-12-19 21:50:58.549698,,True,4344
319,Ishani,Gupta,ishani.gupta@yahoo.com,,,Male,380096,Gujarat,Ahmedabad,1799158784,20,Immigration Law,District Court,"['Marathi', 'Bengali', 'Telugu', 'Kannada', 'Gujarati', 'English', 'Tamil']",3.99,2023-12-19 21:50:58.549698,,True,5388
320,Avishi,Verma,avishi.verma@hotmail.com,,,Male,500085,Telangana,Hyderabad,5139884974,19,Real Estate Law,Sessions Court,"['English', 'Hindi', 'Marathi', 'Tamil', 'Telugu', 'Bengali', 'Gujarati']",4.04,2023-12-19 21:50:58.549698,,True,3938
321,Hrithik,Gupta,hrithik.gupta@outlook.com,,,Male,700062,West Bengal,Kolkata,4278677680,2,Real Estate Law,District Court,"['Gujarati', 'Bengali', 'Kannada', 'English', 'Tamil', 'Marathi', 'Hindi']",4.15,2023-12-19 21:50:58.549698,,True,2276
322,Hrithik,Deshmukh,hrithik.deshmukh@gmail.com,,,Male,226098,Uttar Pradesh,Lucknow,992490416,22,Corporate Law,High Court,"['Tamil', 'Hindi', 'Bengali']",4.04,2023-12-19 21:50:58.549698,,True,2183
323,Neha,Pandey,neha.pandey@hotmail.com,,,Female,380083,Gujarat,Ahmedabad,5635560854,25,Civil Rights Law,Sessions Court,"['Kannada', 'Hindi', 'English', 'Tamil', 'Telugu', 'Bengali', 'Marathi']",4.86,2023-12-19 21:50:58.549698,,True,3705
324,Chahat,Rao,chahat.rao@rediffmail.com,,,Male,500077,Telangana,Hyderabad,2601966620,11,Immigration Law,Magistrate Court,"['Marathi', 'Bengali', 'Hindi', 'Kannada', 'Gujarati', 'English', 'Telugu', 'Tamil']",4.0,2023-12-19 21:50:58.549698,,True,5320
325,Bhavya,Jha,bhavya.jha@yahoo.com,,,Male,110027,Delhi,Delhi,4866827061,6,Real Estate Law,Sessions Court,['Tamil'],3.7,2023-12-19 21:50:58.549698,,True,6332
326,Shiv,Pathak,shiv.pathak@rediffmail.com,,,Male,110055,Delhi,Delhi,6722541652,18,Immigration Law,High Court,"['Gujarati', 'Bengali']",4.65,2023-12-19 21:50:58.549698,,True,4548
327,Eshan,Verma,eshan.verma@hotmail.com,,,Male,700079,West Bengal,Kolkata,6915277426,12,Corporate Law,Sessions Court,['English'],4.27,2023-12-19 21:50:58.549698,,True,2817
328,Ishika,Pradhan,ishika.pradhan@rediffmail.com,,,Female,700050,West Bengal,Kolkata,4810026235,29,Real Estate Law,District Court,['Telugu'],4.42,2023-12-19 21:50:58.549698,,True,2499
329,Aarushi,Patel,aarushi.patel@outlook.com,,,Male,500093,Telangana,Hyderabad,4968064328,19,Civil Rights Law,High Court,"['Hindi', 'English', 'Kannada', 'Marathi', 'Telugu', 'Gujarati']",4.26,2023-12-19 21:50:58.549698,,True,5266
330,Neev,Patel,neev.patel@yahoo.com,,,Male,380066,Gujarat,Ahmedabad,6991756897,6,Immigration Law,High Court,"['Telugu', 'Bengali', 'Hindi', 'Marathi', 'Gujarati', 'English']",3.43,2023-12-19 21:50:58.549698,,True,2480
331,Ishwar,Gupta,ishwar.gupta@rediffmail.com,,,Male,700013,West Bengal,Kolkata,3395114995,16,Criminal Law,District Court,"['Kannada', 'Hindi', 'English', 'Telugu', 'Marathi', 'Gujarati', 'Bengali']",4.95,2023-12-19 21:50:58.549698,,True,2662
332,Yuvan,Khan,yuvan.khan@yahoo.com,,,Female,560030,Karnataka,Bangalore,6125350537,12,Personal Injury Law,Supreme Court,"['Tamil', 'Gujarati', 'Bengali', 'English', 'Kannada']",4.02,2023-12-19 21:50:58.549698,,True,6508
333,Aryan,Shah,aryan.shah@rediffmail.com,,,Male,226084,Uttar Pradesh,Lucknow,1492244201,6,Civil Rights Law,Sessions Court,"['English', 'Hindi', 'Kannada', 'Bengali', 'Gujarati', 'Telugu', 'Tamil', 'Marathi']",3.93,2023-12-19 21:50:58.549698,,True,2196
